date,close,high,low,open,volume
2014/10/28,2416.653,2416.766,2373.155,2373.155,10152305500
2014/10/29,2451.384,2461.268,2415.703,2423.813,15858406200
2014/10/30,2468.925,2474.376,2443.759,2450.361,18962635300
2014/10/31,2508.325,2512.189,2466.504,2473.501,23917241200
2014/11/3,2512.548,2524.172,2502.06,2515.824,20580122800
2014/11/4,2513.172,2517.46,2498.605,2511.036,21824700500
2014/11/5,2503.448,2519.399,2499.228,2516.87,19049186200
2014/11/6,2506.067,2510.985,2482.983,2505.167,14965111700
2014/11/7,2502.153,2541.549,2489.419,2508.765,20876091100
2014/11/10,2565.73,2565.73,2514.71,2529.83,22659973500
2014/11/11,2558.612,2602.373,2532.572,2578.438,32371165600
2014/11/12,2594.318,2594.318,2539.601,2545.403,18468626100
2014/11/13,2579.75,2607.519,2567.463,2597.389,21981561500
2014/11/14,2581.093,2581.932,2557.666,2569.211,16504996500
2014/11/17,2567.101,2614.086,2565.943,2613.513,15847809500
2014/11/18,2541.416,2570.211,2534.927,2565.273,14294135600
2014/11/19,2537.223,2550.5,2531.318,2538.233,12214697400
2014/11/20,2537.099,2545.473,2522.836,2528.78,10614986400
2014/11/21,2583.455,2585.362,2530.032,2537.538,15102813900
2014/11/24,2649.258,2667.671,2602.944,2614.16,27983972000
2014/11/25,2685.561,2686.063,2643.843,2650.085,22261169900
2014/11/26,2723.018,2723.36,2690.31,2695.263,24396248500
2014/11/27,2754.49,2754.49,2718.704,2737.03,26546473000
2014/11/28,2808.819,2809.543,2740.374,2753.925,37532366200
2014/12/1,2819.812,2855.332,2808.653,2825.611,36548741700
2014/12/2,2923.94,2944.506,2804.293,2807.338,36146532200
2014/12/3,2967.549,3028.225,2912.246,2936.124,46615668500
2014/12/4,3104.351,3104.89,2968.876,2975.403,42681292800
2014/12/5,3124.885,3195.798,3011.936,3143.968,52488126000
2014/12/8,3252.881,3270.881,3075.7,3108.272,48446234400
2014/12/9,3106.913,3387.827,3074.516,3233.097,63287456700
2014/12/10,3221.546,3229.047,3058.191,3120.212,42501870800
2014/12/11,3183.012,3254.424,3158.443,3185.161,36709169100
2014/12/12,3193.227,3239.447,3167.928,3182.923,30106532500
2014/12/15,3217.228,3226.221,3143.297,3176.829,29019383400
2014/12/16,3303.402,3303.402,3207.688,3221.358,35812384700
2014/12/17,3360.598,3368.194,3275.736,3325.82,44814077000
2014/12/18,3345.927,3393.711,3322.229,3359.09,35597020700
2014/12/19,3383.167,3397.183,3280.916,3345.629,41121159000
2014/12/22,3394.481,3455.207,3357.661,3396.251,54980167100
2014/12/23,3324.924,3431.779,3316.913,3358.798,36973609300
2014/12/24,3230.385,3340.357,3188.495,3332.146,31744958700
2014/12/25,3335.419,3335.779,3226.322,3254.48,30979954700
2014/12/26,3445.839,3453.338,3335.012,3343.64,38461412400
2014/12/29,3455.455,3524.28,3405.836,3502.183,42501503700
2014/12/30,3457.554,3491.826,3422.174,3450.814,32823387300
2014/12/31,3533.705,3542.34,3452.498,3462.389,34593476000
2015/1/5,3641.541,3669.042,3551.51,3566.089,45119809800
2015/1/6,3641.059,3683.226,3587.231,3608.428,42096218500
2015/1/7,3643.79,3671.19,3601.698,3620.924,32019123200
2015/1/8,3559.259,3659.945,3552.1,3650.073,29500304500
2015/1/9,3546.723,3689.753,3536.395,3547.574,34998267200
2015/1/12,3513.576,3560.527,3461.322,3531.515,26656717500
2015/1/13,3514.04,3550.158,3494.768,3506.451,18715396500
2015/1/14,3502.423,3547.242,3471.56,3522.907,19601251000
2015/1/15,3604.121,3604.121,3482.27,3501.719,23781233800
2015/1/16,3635.146,3662.158,3601.258,3616.248,28268161400
2015/1/19,3355.155,3497.252,3330.981,3414.013,32950527500
2015/1/20,3396.222,3419.204,3325.681,3336.793,29784323200
2015/1/21,3548.885,3557.794,3409.43,3420.491,33792821000
2015/1/22,3567.613,3576.756,3520.053,3551.052,26885359900
2015/1/23,3571.732,3627.806,3548.626,3582.088,28017217200
2015/1/26,3607.985,3611.617,3559.376,3580.118,23976620300
2015/1/27,3574.931,3616.258,3510.017,3614.038,28766917900
2015/1/28,3525.323,3583.312,3512.393,3547.239,21622021400
2015/1/29,3481.798,3505.582,3453.901,3474.915,21161886000
2015/1/30,3434.39,3514.217,3431.936,3496.885,19647915700
2015/2/2,3353.96,3407.256,3347.085,3360.193,19518369900
2015/2/3,3437.445,3441.709,3360.717,3388.602,19284609600
2015/2/4,3401.768,3476.817,3399.565,3446.144,19130434900
2015/2/5,3366.946,3487.951,3366.862,3487.951,25043060900
2015/2/6,3312.42,3374.051,3285.935,3352.33,19266418600
2015/2/9,3345.921,3376.526,3298.597,3305.734,17235382000
2015/2/10,3406.943,3407.18,3339.548,3345.077,15930908800
2015/2/11,3434.124,3445.655,3412.136,3415.977,14461377200
2015/2/12,3442.874,3453.582,3405.627,3435.361,15608169100
2015/2/13,3469.828,3509.505,3452.079,3458.827,20108997100
2015/2/16,3499.483,3504.475,3466.607,3473.289,16564134300
2015/2/17,3522.322,3536.82,3511.093,3511.544,16532831300
2015/2/25,3478.729,3529.55,3463.955,3529.55,16553935100
2015/2/26,3566.295,3569.33,3456.871,3473.713,22932843800
2015/2/27,3572.843,3594.813,3560.455,3565.233,22278643800
2015/3/2,3601.265,3608.691,3566.527,3603.452,24817612500
2015/3/3,3507.9,3579.315,3504.201,3579.315,26186648900
2015/3/4,3530.822,3540.912,3497.172,3514.667,19966398100
2015/3/5,3496.344,3517.083,3467.676,3513.249,21750880500
2015/3/6,3478.52,3516.243,3472.392,3501.184,18151805400
2015/3/9,3537.75,3546.705,3417.486,3449.696,23394041100
2015/3/10,3520.611,3551.205,3511.985,3523.64,19426765700
2015/3/11,3524.653,3568.916,3512.218,3524.575,18894782500
2015/3/12,3592.844,3603.341,3536.534,3557.686,26566462500
2015/3/13,3617.657,3641.392,3594.742,3604.671,24686476800
2015/3/16,3705.671,3705.739,3621.119,3641.773,27543830700
2015/3/17,3757.122,3762.575,3716.809,3733.961,37162566600
2015/3/18,3846.055,3846.055,3763.848,3769.086,41519001100
2015/3/19,3839.739,3859.126,3809.706,3851.249,39154763000
2015/3/20,3892.574,3916.863,3832.416,3852.492,40181755200
2015/3/23,3972.061,3972.296,3922.21,3923.083,39111992200
2015/3/24,3973.046,3989.858,3883.782,3980.066,46858131200
2015/3/25,3940.412,3980.716,3913.988,3961.578,37996885100
2015/3/26,3949.999,3991.997,3892.878,3921.745,34675631500
2015/3/27,3971.697,3993.032,3932.87,3957.542,29875606400
2015/3/30,4088.178,4101.651,3999.024,3999.024,42829702000
2015/3/31,4051.204,4166.018,4037.771,4138.885,43606563500
2015/4/1,4123.895,4139.499,4046.939,4057.501,32951285300
2015/4/2,4124.776,4156.842,4068.649,4149.946,33907048700
2015/4/3,4170.538,4170.558,4092.383,4104.672,32130376600
2015/4/7,4260.044,4260.471,4197.019,4213.894,41536265400
2015/4/8,4295.803,4304.78,4204.826,4277.45,45867671500
2015/4/9,4262.138,4332.166,4212.611,4316.958,43969990200
2015/4/10,4344.416,4351.687,4231.196,4249.383,34819017000
2015/4/13,4421.073,4432.024,4361.589,4394.047,43415303600
2015/4/14,4438.184,4474.353,4385.908,4432.126,43443212600
2015/4/15,4380.513,4475.997,4379.609,4439.314,47215413100
2015/4/16,4513.546,4513.765,4335.63,4355.491,42260374800
2015/4/17,4596.136,4630.27,4553.904,4578.679,55280266300
2015/4/20,4521.919,4671.168,4492.6,4615.034,68643907500
2015/4/21,4619.164,4620.058,4504.558,4520.461,49031499100
2015/4/22,4739.814,4740.933,4632.589,4637.055,51621379200
2015/4/23,4740.892,4782.044,4693.967,4764.481,49743095400
2015/4/24,4702.641,4730.43,4618.318,4682.626,48015293600
2015/4/27,4807.592,4810.485,4735.31,4753.871,51307654800
2015/4/28,4741.861,4839.078,4703.567,4811.319,60863854500
2015/4/29,4774.326,4797.927,4695.793,4722.903,39505698000
2015/4/30,4749.886,4818.725,4749.485,4788.412,39972744400
2015/5/4,4787.741,4795.915,4699.398,4757.637,37784385300
2015/5/5,4596.837,4785.192,4572.983,4785.192,46041962600
2015/5/6,4553.327,4700.909,4511.761,4626.231,37607370200
2015/5/7,4470.089,4546.338,4467.459,4520.818,29775920300
2015/5/8,4558.404,4559.058,4445.592,4515.554,30240796700
2015/5/11,4690.532,4690.954,4535.149,4582.091,37383842000
2015/5/12,4747.421,4748.004,4660.016,4692.122,37705389100
2015/5/13,4718.436,4758.002,4678.845,4746.713,37073042400
2015/5/14,4700.778,4735.284,4670.168,4717.955,33772515200
2015/5/15,4617.47,4690.755,4592.05,4690.755,32843116600
2015/5/18,4575.14,4623.383,4565.061,4582.058,26918048900
2015/5/19,4731.222,4740.005,4577.637,4577.637,31478595200
2015/5/20,4754.919,4843.1,4745.21,4751.572,36318074800
2015/5/21,4840.976,4841.615,4746.029,4768.689,30505453700
2015/5/22,4951.335,4951.991,4870.598,4895.925,45584671800
2015/5/25,5099.495,5099.839,4949.11,4949.11,46573659000
2015/5/26,5198.918,5199.295,5063.146,5140.798,48794935900
2015/5/27,5181.434,5226.844,5126.861,5216.17,47079873000
2015/5/28,4834.007,5213.183,4831.329,5174.101,57182904700
2015/5/29,4840.829,4924.303,4665.521,4839.53,42787885900
2015/6/1,5076.179,5079.319,4835.774,4862.756,41750374100
2015/6/2,5161.87,5162.556,5047.081,5091.272,41297319600
2015/6/3,5143.59,5186.967,5059.495,5176.597,41425827000
2015/6/4,5181.416,5194.233,4863.465,5156.012,48276726800
2015/6/5,5230.552,5288.34,5104.178,5254.905,54596119600
2015/6/8,5353.7514,5370.6089,5202.5948,5259.4079,63731323700
2015/6/9,5317.461,5380.4264,5251.2077,5379.4703,57042726300
2015/6/10,5309.112,5374.8296,5209.6795,5254.3042,44216567600
2015/6/11,5306.59,5329.2951,5248.1626,5305.1407,39233875500
2015/6/12,5335.1151,5351.6481,5283.0859,5329.2781,43013138600
2015/6/15,5221.1665,5362.4515,5207.3081,5354.0138,47574570300
2015/6/16,5064.8212,5204.303,5015.2646,5165.0245,41167563800
2015/6/17,5138.8307,5158.3671,4949.2934,5072.3064,39712418700
2015/6/18,4930.5491,5121.2184,4926.4292,5107.6946,36439581400
2015/6/19,4637.0517,4910.4499,4634.6909,4847.0568,35810474400
2015/6/23,4786.0906,4786.955,4455.3304,4641.4248,36508794400
2015/6/24,4880.1261,4883.7317,4744.3058,4811.5949,43463872300
2015/6/25,4706.5159,4919.2631,4667.2235,4906.2416,44613598200
2015/6/26,4336.1947,4650.1861,4278.6752,4573.8723,44663979000
2015/6/29,4191.5486,4451.1659,4000.9261,4446.8419,52566248200
2015/6/30,4472.9976,4475.7674,4016.0126,4161.0672,52704528000
2015/7/1,4253.021,4526.1271,4235.6964,4408.9843,43172141100
2015/7/2,4107.9961,4312.1904,4000.0612,4287.7344,45706219400
2015/7/3,3885.9169,4164.6289,3785.9015,4017.2019,42930085000
2015/7/6,3998.537,4218.266,3832.4678,4218.266,64809453000
2015/7/7,3928.0025,3960.6359,3743.6237,3877.8539,67938500700
2015/7/8,3663.0375,3762.6222,3612.2536,3651.0604,58146709700
2015/7/9,3897.6263,3930.2641,3537.826,3621.6804,50387061000
2015/7/10,4106.5561,4179.1114,3887.5509,3916.2717,50070180200
2015/7/13,4211.8116,4278.1612,4072.4297,4132.2308,50209218600
2015/7/14,4112.1488,4258.5132,4062.5004,4178.6295,45442200900
2015/7/15,3966.7585,4114.2425,3899.5079,4068.8803,42195636700
2015/7/16,3997.3555,4067.0223,3856.3213,3949.639,33053134500
2015/7/17,4151.4956,4190.1857,4000.2307,4023.7567,33110713100
2015/7/20,4160.612,4221.693,4106.389,4157.0598,35267347200
2015/7/21,4166.0057,4201.4824,4081.7039,4109.7606,31837494500
2015/7/22,4157.1604,4187.4305,4094.7116,4148.5601,31894599700
2015/7/23,4250.805,4262.0619,4148.8235,4158.932,35447175900
2015/7/24,4176.2787,4299.6497,4154.617,4255.1977,39204537300
2015/7/27,3818.7314,4156.3128,3817.1693,4097.7963,36505451100
2015/7/28,3811.0926,3883.4461,3627.4214,3690.9741,38352721600
2015/7/29,3930.3791,3934.0033,3769.1894,3839.9585,27697284500
2015/7/30,3815.4118,3968.5338,3802.8821,3915.7795,27154866500
2015/7/31,3816.6993,3863.6237,3757.9889,3777.1546,22237676700
2015/8/3,3829.2354,3829.2354,3742.5781,3766.0719,24580503000
2015/8/4,3948.1554,3948.4489,3801.0281,3827.3726,22023655600
2015/8/5,3866.8998,3962.2774,3858.6598,3937.6232,20048426900
2015/8/6,3831.8516,3888.6926,3793.237,3802.928,14727869400
2015/8/7,3906.9448,3926.6488,3857.9076,3866.4298,18334915300
2015/8/10,4084.3646,4101.7313,3932.8417,3947.4724,30678054000
2015/8/11,4066.6692,4110.1328,4042.0037,4083.5887,32203419100
2015/8/12,4016.1262,4078.0297,4015.3547,4025.6735,25514619600
2015/8/13,4075.463,4075.7003,3967.8205,4010.0129,24283697900
2015/8/14,4073.54,4113.1585,4056.7265,4097.9177,25339299600
2015/8/17,4077.8721,4081.7718,4009.9896,4058.1129,25693963800
2015/8/18,3825.4122,4103.0535,3816.5535,4084.3108,31988107000
2015/8/19,3886.1357,3898.74,3668.1924,3748.2663,26904983900
2015/8/20,3761.4541,3880.824,3761.4541,3848.4034,21216796500
2015/8/21,3589.5358,3757.7794,3578.1749,3714.2891,21798640300
2015/8/24,3275.5342,3468.1493,3266.5499,3454.5977,25543665200
2015/8/25,3042.9266,3200.1081,3019.5561,3070.0069,27608130600
2015/8/26,3025.692,3192.9316,2952.0082,3062.566,30827062300
2015/8/27,3205.6375,3206.7238,3028.3984,3092.8123,26729493000
2015/8/28,3342.2863,3353.2435,3223.6221,3246.236,29949842600
2015/8/31,3366.5359,3368.2789,3205.5365,3307.3962,28025040300
2015/9/1,3362.0827,3370.5039,3190.5783,3296.5289,35245852800
2015/9/2,3365.8318,3387.0204,3213.6371,3220.8505,34778941200
2015/9/7,3250.485,3422.2246,3240.2427,3347.2934,20422443100
2015/9/8,3334.0233,3340.2192,3170.807,3221.789,15459963100
2015/9/9,3399.3054,3426.6509,3330.2896,3344.8238,22046742100
2015/9/10,3357.561,3398.3164,3337.3105,3349.2806,14488297100
2015/9/11,3347.1878,3383.1338,3315.4782,3349.8772,10854750800
2015/9/14,3281.1317,3373.9212,3187.5659,3367.642,20545725100
2015/9/15,3152.2319,3240.0789,3131.9795,3208.744,14355564100
2015/9/16,3309.2484,3345.9177,3131.3703,3149.1577,15970999400
2015/9/17,3236.9986,3354.9052,3236.9986,3287.6567,16940188100
2015/9/18,3251.2732,3280.877,3227.8338,3254.4432,10690348100
2015/9/21,3308.2467,3312.5497,3211.9336,3222.6029,12278866800
2015/9/22,3339.03,3371.4139,3303.1842,3312.3655,14622198500
2015/9/23,3263.0275,3315.9351,3253.3326,3290.0712,12317143900
2015/9/24,3284.9991,3300.8572,3255.9021,3278.8962,10201123800
2015/9/25,3231.9514,3290.858,3201.9137,3272.665,12141927800
2015/9/28,3242.7524,3246.5541,3186.5066,3226.6072,7421946800
2015/9/29,3178.8544,3208.4165,3159.0419,3197.2209,8715063300
2015/9/30,3202.9475,3223.9076,3186.767,3195.901,7855934900
2015/10/8,3296.482,3337.3306,3294.6049,3324.981,13208176800
2015/10/9,3340.1159,3352.3794,3293.965,3302.3596,12435250000
2015/10/12,3447.6934,3486.6306,3347.2512,3351.1391,22140046800
2015/10/13,3445.0431,3452.0453,3413.9674,3422.4772,14543378600
2015/10/14,3406.1116,3458.7015,3403.2305,3431.1352,15217393800
2015/10/15,3486.815,3486.815,3402.3162,3403.3891,17115829900
2015/10/16,3534.0653,3537.5387,3487.1044,3508.5177,20896470900
2015/10/19,3534.1821,3572.9945,3502.5045,3548.9525,20760674400
2015/10/20,3577.7027,3577.7981,3510.4368,3527.875,17902510800
2015/10/21,3473.2544,3601.2434,3417.4123,3580.8378,28207605000
2015/10/22,3524.5339,3530.7657,3442.3065,3453.2013,18430558000
2015/10/23,3571.2411,3581.8362,3515.8216,3536.8425,19829447800
2015/10/26,3589.2611,3620.7564,3561.1922,3614.7023,20424886300
2015/10/27,3592.8794,3601.0529,3486.102,3569.4486,19205614000
2015/10/28,3524.9199,3598.1717,3517.2104,3575.8048,17097709800
2015/10/29,3533.3065,3561.814,3507.9657,3539.9777,12701044600
2015/10/30,3534.0788,3574.4733,3497.5677,3530.2233,13914191400
2015/11/2,3475.9623,3543.4501,3474.7116,3489.2252,13000256800
2015/11/3,3465.4927,3501.704,3452.6203,3484.7218,10140187600
2015/11/4,3628.5377,3628.5377,3477.1592,3477.1592,20542386500
2015/11/5,3705.9697,3781.4085,3627.3009,3630.7817,39804656800
2015/11/6,3793.3739,3801.705,3694.6567,3698.342,29875307600
2015/11/9,3840.3547,3891.773,3796.3792,3796.3792,35680482300
2015/11/10,3833.2379,3876.4901,3798.8214,3806.6685,28651960300
2015/11/11,3833.6457,3843.1121,3781.4102,3828.4476,23223429600
2015/11/12,3795.3241,3843.8997,3771.2743,3841.7376,21753764700
2015/11/13,3746.2422,3793.7134,3727.5847,3756.2044,20348989100
2015/11/16,3764.1262,3764.4087,3680.0734,3682.7349,16169090100
2015/11/17,3758.3869,3852.7743,3750.1565,3790.4261,24853307100
2015/11/18,3715.5796,3771.8467,3706.3103,3760.4555,18568949500
2015/11/19,3774.9692,3775.2319,3714.6745,3725.6218,15463198900
2015/11/20,3774.3833,3793.5447,3757.0264,3778.8843,18695168900
2015/11/23,3753.3351,3802.8513,3743.405,3774.4356,17562681200
2015/11/24,3753.8887,3754.1688,3702.7369,3745.7607,14338328300
2015/11/25,3781.6069,3781.857,3735.7162,3747.7594,15194494100
2015/11/26,3759.4286,3805.8435,3756.8234,3795.2454,17352546800
2015/11/27,3556.9924,3742.7417,3534.3904,3739.0958,20893935800
2015/11/30,3566.4122,3587.9703,3455.0679,3554.89,17320116300
2015/12/1,3591.696,3617.3054,3536.1156,3562.3186,13653655400
2015/12/2,3721.9545,3725.8542,3573.4025,3587.7576,21353886500
2015/12/3,3749.2985,3758.4457,3693.137,3709.5469,19776212600
2015/12/4,3677.5922,3726.1236,3667.2911,3719.7338,15119952200
2015/12/7,3687.6073,3699.337,3658.5778,3681.5817,11388315000
2015/12/8,3623.0202,3668.8385,3619.4449,3668.8385,12578108300
2015/12/9,3635.9382,3655.1585,3611.4904,3613.4203,11332542200
2015/12/10,3623.0842,3678.3183,3615.9911,3634.366,12021562500
2015/12/11,3608.0587,3630.7435,3578.1463,3605.3723,11032248100
2015/12/14,3711.322,3712.5026,3570.9978,3573.8838,15176911900
2015/12/15,3694.3885,3717.3573,3679.2297,3707.7304,12648171000
2015/12/16,3685.4398,3713.0897,3677.4495,3703.9503,11134272300
2015/12/17,3755.8881,3768.8435,3709.8511,3712.7833,17792407500
2015/12/18,3767.9128,3810.218,3750.925,3754.9603,17346598000
2015/12/21,3865.9646,3877.8202,3759.989,3762.0965,21743527500
2015/12/22,3876.7325,3880.4675,3841.5929,3872.0975,18030366100
2015/12/23,3866.3814,3926.6857,3862.9646,3877.8722,20701714700
2015/12/24,3829.4022,3867.6786,3787.0836,3858.1348,14718139700
2015/12/25,3838.201,3848.0247,3813.204,3832.0849,11962401300
2015/12/28,3727.6316,3853.3891,3727.6316,3847.5323,15398844000
2015/12/29,3761.8745,3762.0518,3710.4803,3723.0498,10188555500
2015/12/30,3765.1752,3765.657,3726.278,3762.9141,10562995500
2015/12/31,3731.0047,3772.6166,3727.3247,3760.9039,10187355600
2016/1/4,3469.0662,3726.2446,3468.9485,3725.8561,11537067400
2016/1/5,3478.7797,3518.217,3377.2799,3382.1769,16211698400
2016/1/6,3539.8082,3543.7394,3468.4666,3482.4064,14596614400
2016/1/7,3294.3839,3481.1499,3284.7374,3481.1499,4410264100
2016/1/8,3361.5632,3418.8508,3237.9307,3371.871,18595945100
2016/1/11,3192.4499,3342.4807,3192.4499,3303.1246,17463838700
2016/1/12,3215.7099,3242.2532,3174.5497,3214.8234,12822579600
2016/1/13,3155.8787,3257.2953,3155.8787,3240.4838,12066649400
2016/1/14,3221.5714,3226.6576,3072.0389,3076.6445,13453767100
2016/1/15,3118.7301,3216.7977,3101.0522,3200.888,12460177900
2016/1/18,3130.7289,3165.6164,3066.727,3068.2348,10112838600
2016/1/19,3223.1251,3227.908,3119.2163,3132.7047,12765389300
2016/1/20,3174.3781,3225.9496,3154.4259,3204.2183,13065050400
2016/1/21,3081.3454,3202.5381,3081.3454,3136.3841,11118973300
2016/1/22,3113.4626,3132.1708,3053.9581,3114.895,8995108700
2016/1/25,3128.886,3149.3322,3105.1004,3129.0279,8154006100
2016/1/26,2940.5085,3106.5302,2934.6469,3099.5957,12693392100
2016/1/27,2930.3519,2963.5438,2839.2899,2953.1826,13222936600
2016/1/28,2853.7562,2941.8866,2841.8442,2909.3341,9922275600
2016/1/29,2946.0902,2965.3093,2854.3712,2855.5983,11330425900
2016/2/1,2901.0477,2944.5172,2869.5614,2939.0401,8679534200
2016/2/2,2961.3337,2972.4258,2901.5119,2901.5284,8860196300
2016/2/3,2948.6386,2954.71,2909.8982,2931.2883,7738900000
2016/2/4,2984.7598,2999.2061,2960.2065,2960.3335,9177972400
2016/2/5,2963.7894,2988.3597,2962.8471,2982.0563,7685080800
2016/2/15,2946.7066,2961.4926,2886.0183,2888.4277,7291943400
2016/2/16,3037.0353,3042.0886,2962.1871,2962.1871,11257964300
2016/2/17,3063.3199,3065.7845,3027.0458,3034.0902,12829160700
2016/2/18,3053.6985,3093.5129,3049.8407,3079.5272,12440146400
2016/2/19,3051.585,3065.9677,3032.6336,3047.9417,8733801200
2016/2/22,3118.8675,3128.2069,3071.3289,3083.9325,14094696800
2016/2/23,3089.3632,3119.2209,3061.4294,3117.2027,11256739100
2016/2/24,3109.5454,3109.5454,3055.2511,3077.6062,11178265000
2016/2/25,2918.7501,3104.4357,2905.4565,3104.4097,15782975200
2016/2/26,2948.0306,2964.3851,2902.948,2942.0954,10694972900
2016/2/29,2877.4666,2939.8745,2821.2149,2939.5802,12934102000
2016/3/1,2930.6937,2950.4361,2863.3228,2881.3353,11604591800
2016/3/2,3051.3327,3054.7237,2933.1162,2933.9209,17597234700
2016/3/3,3058.4219,3078.4437,3040.2463,3050.3886,17310574400
2016/3/4,3093.8895,3101.6556,3032.4235,3047.5371,21917253400
2016/3/7,3104.8397,3130.9032,3083.5843,3108.9994,13246203700
2016/3/8,3107.6727,3109.2499,3001.8285,3100.1492,13623574200
2016/3/9,3071.907,3072.9156,3020.1335,3045.9238,11146624500
2016/3/10,3013.1457,3074.1602,3012.6908,3056.2104,7607219700
2016/3/11,3018.2844,3026.4368,2982.1722,2990.2135,7333356400
2016/3/14,3065.6904,3106.8002,3033.9997,3039.5689,11710865500
2016/3/15,3074.7796,3077.0846,3028.5781,3061.3427,9831194100
2016/3/16,3090.0328,3100.3518,3064.5209,3068.8664,12473644800
2016/3/17,3124.2039,3147.8413,3077.5717,3096.8076,12166177700
2016/3/18,3171.963,3197.6683,3130.1021,3136.2234,19730256400
2016/3/21,3249.4372,3267.7751,3198.3608,3203.2929,23326946400
2016/3/22,3225.7903,3249.6772,3218.7276,3231.6146,16102089700
2016/3/23,3236.0924,3242.2466,3202.9759,3217.7288,12567928600
2016/3/24,3181.8507,3221.9061,3181.8128,3211.496,13313112200
2016/3/25,3197.8169,3204.4423,3174.3179,3176.8101,9739533000
2016/3/28,3169.7283,3229.6237,3161.8782,3206.9532,10344193300
2016/3/29,3135.4098,3178.0748,3122.7605,3171.3138,9729474700
2016/3/30,3216.2753,3216.6755,3161.2886,3161.2886,11780251200
2016/3/31,3218.0879,3241.9268,3208.6649,3229.1995,12155207400
2016/4/1,3221.8948,3222.6124,3165.8555,3213.674,11812213900
2016/4/5,3264.4858,3271.9301,3205.2065,3211.3046,14604777200
2016/4/6,3257.5276,3267.64,3236.1961,3250.5215,12019630500
2016/4/7,3209.2902,3270.8202,3208.6443,3266.2883,11240946700
2016/4/8,3185.7258,3197.7736,3163.305,3189.8456,10100562500
2016/4/11,3230.0957,3251.5717,3213.507,3213.507,12521270900
2016/4/12,3218.4497,3232.2642,3198.9027,3227.3673,9286943700
2016/4/13,3261.3831,3296.5228,3237.8575,3237.8575,19561386600
2016/4/14,3275.8321,3286.0716,3252.0499,3277.0982,11315732700
2016/4/15,3272.2053,3282.9846,3261.7299,3279.8566,9980752900
2016/4/18,3228.4531,3252.6706,3221.6623,3252.6706,9709006900
2016/4/19,3238.3029,3250.7253,3221.5773,3243.9712,8087144000
2016/4/20,3181.0264,3248.4218,3107.3693,3244.1419,16220785800
2016/4/21,3160.6033,3198.557,3150.9395,3160.7958,10475265100
2016/4/22,3174.9012,3175.3799,3137.9927,3142.5611,7707849200
2016/4/25,3162.0331,3172.2694,3137.113,3164.7384,6751935100
2016/4/26,3179.1605,3181.0954,3150.4041,3159.7706,5902073400
2016/4/27,3165.9156,3188.8264,3162.6914,3181.9305,6000414700
2016/4/28,3160.5809,3174.7662,3135.6425,3169.3333,6987066000
2016/4/29,3156.7451,3171.2887,3149.3966,3153.5371,5802977600
2016/5/3,3213.5397,3218.485,3151.4045,3159.823,9816483500
2016/5/4,3209.4614,3222.8816,3198.2919,3203.4653,9086240800
2016/5/5,3213.9199,3217.282,3196.5661,3204.1686,7473368100
2016/5/6,3130.3544,3216.893,3130.1469,3213.1358,10868024000
2016/5/9,3065.6154,3115.4301,3055.0057,3115.4301,9923047700
2016/5/10,3069.1124,3084.7245,3055.1831,3055.2119,6884993500
2016/5/11,3082.8086,3102.8768,3063.0883,3080.6361,8179425800
2016/5/12,3090.1372,3095.3489,3035.0228,3059.3831,7876572600
2016/5/13,3074.9351,3103.0955,3064.691,3081.6797,6262975500
2016/5/16,3095.3085,3095.5554,3053.6619,3064.5261,5946185600
2016/5/17,3086.0249,3105.2013,3073.459,3095.5229,6527812500
2016/5/18,3068.0358,3072.6122,3039.4618,3071.5292,8271536900
2016/5/19,3062.5002,3086.977,3058.145,3060.3426,6044416600
2016/5/20,3078.2183,3078.5316,3041.5169,3047.7778,5608084200
2016/5/23,3087.2225,3098.4782,3076.5039,3078.515,5969721600
2016/5/24,3063.5556,3083.2571,3052.5905,3083.2441,5873438500
2016/5/25,3059.2259,3089.1022,3054.8697,3079.7486,5665280300
2016/5/26,3064.2111,3072.524,3027.444,3056.6004,6039298100
2016/5/27,3062.4993,3073.7562,3052.1793,3059.732,6046875000
2016/5/30,3066.7095,3075.2613,3037.6647,3056.3138,6309857900
2016/5/31,3169.5598,3170.926,3068.5964,3068.5964,13886311100
2016/6/1,3160.547,3181.7926,3159.8175,3172.9619,11314848200
2016/6/2,3167.0997,3168.824,3151.0654,3158.0259,8600342700
2016/6/3,3189.3255,3201.7492,3162.088,3172.946,10149178300
2016/6/6,3178.7883,3197.2204,3168.554,3192.7793,7669375100
2016/6/7,3177.0536,3186.6167,3168.1792,3182.4374,6892831400
2016/6/8,3163.9864,3174.9719,3148.3517,3171.8134,7629177500
2016/6/13,3066.3413,3145.6057,3065.7674,3134.0453,9297594700
2016/6/14,3075.9834,3078.7494,3055.6553,3058.4433,6627945700
2016/6/15,3116.3682,3128.6733,3042.2328,3043.9577,8739325700
2016/6/16,3094.6748,3112.4755,3089.4777,3104.3619,8297470300
2016/6/17,3110.3572,3131.0485,3096.0901,3096.0901,8540298500
2016/6/20,3112.6744,3118.7254,3089.7127,3114.9064,6358714100
2016/6/21,3106.3175,3155.4927,3097.9402,3124.8984,8796534500
2016/6/22,3133.9611,3134.0608,3096.9919,3100.4496,6648711300
2016/6/23,3117.3168,3129.7207,3102.4811,3129.7207,6775173800
2016/6/24,3077.1554,3130.5391,3033.9651,3110.6465,10479220800
2016/6/27,3120.5443,3120.6405,3064.9664,3065.128,8326725900
